CART_NUMBER,CSTM_NUMBER,PRODUCT_ID,CART_DATE,QUANTITY,KARAT_CODE
CRT-00339,CSTM-01606,PROD-S00002,2025-06-29 19:20:15,1,14K
CRT-00340,CSTM-01546,PROD-R00002,2025-07-12 05:20:15,2,18K
CRT-00341,CSTM-01772,PROD-S00007,2025-07-14 03:20:15,2,18K
CRT-00342,CSTM-00831,PROD-R00003,2025-07-28 13:52:15,2,14K
CRT-00343,CSTM-00019,PROD-E00009,2025-07-24 19:20:15,3,24K
CRT-00344,CSTM-01788,PROD-R00004,2025-07-01 08:20:15,2,18K
CRT-00345,CSTM-01503,PROD-G00003,2025-07-11 23:20:15,3,18K
CRT-00346,CSTM-01574,PROD-R00003,2025-07-15 15:20:15,3,24K
CRT-00347,CSTM-01493,PROD-S00001,2025-07-01 18:20:15,2,18K
CRT-00348,CSTM-01660,PROD-S00006,2025-07-28 13:34:15,1,24K
CRT-00349,CSTM-01041,PROD-R00010,2025-07-05 05:20:15,1,18K
CRT-00350,CSTM-01022,PROD-E00010,2025-07-13 02:20:15,2,24K
CRT-00351,CSTM-00064,PROD-E00007,2025-07-18 23:20:15,1,24K
CRT-00352,CSTM-00236,PROD-R00001,2025-07-28 14:07:15,2,24K
CRT-00353,CSTM-00918,PROD-E00003,2025-06-29 17:20:15,1,24K
CRT-00354,CSTM-01083,PROD-N00008,2025-07-28 13:43:15,3,14K
CRT-00355,CSTM-00640,PROD-S00003,2025-07-11 09:20:15,2,18K
CRT-00356,CSTM-01018,PROD-R00002,2025-07-14 09:20:15,2,18K
CRT-00357,CSTM-00314,PROD-N00004,2025-07-09 19:20:15,1,18K
CRT-00358,CSTM-01563,PROD-N00006,2025-07-18 20:20:15,1,18K
CRT-00359,CSTM-00285,PROD-R00008,2025-07-27 17:20:15,1,18K
CRT-00360,CSTM-00362,PROD-N00004,2025-07-04 04:20:15,3,14K
CRT-00361,CSTM-01522,PROD-R00008,2025-07-11 11:20:15,1,14K
CRT-00362,CSTM-01616,PROD-E00001,2025-07-01 22:20:15,2,18K
CRT-00363,CSTM-01410,PROD-S00004,2025-07-17 15:20:15,2,14K
CRT-00364,CSTM-01679,PROD-G00002,2025-07-13 15:20:15,1,18K
CRT-00365,CSTM-00825,PROD-S00007,2025-07-28 14:19:15,1,24K
CRT-00366,CSTM-01040,PROD-R00004,2025-07-16 07:20:15,3,24K
CRT-00367,CSTM-00043,PROD-R00007,2025-07-08 19:20:15,1,14K
CRT-00368,CSTM-00657,PROD-E00002,2025-07-28 13:59:15,2,18K
CRT-00369,CSTM-00135,PROD-E00007,2025-07-05 01:20:15,3,18K
CRT-00370,CSTM-00411,PROD-R00001,2025-06-30 11:20:15,1,18K
CRT-00371,CSTM-01711,PROD-R00007,2025-07-24 18:20:15,2,18K
CRT-00372,CSTM-01215,PROD-R00003,2025-07-28 14:00:15,2,24K
CRT-00373,CSTM-01684,PROD-E00009,2025-07-13 13:20:15,1,24K
CRT-00374,CSTM-01858,PROD-R00002,2025-07-15 07:20:15,3,24K
CRT-00375,CSTM-01442,PROD-E00003,2025-07-28 14:09:15,2,14K
CRT-00376,CSTM-00346,PROD-R00005,2025-07-02 12:20:15,3,14K
CRT-00377,CSTM-01602,PROD-N00012,2025-06-29 11:20:15,3,24K
CRT-00378,CSTM-01286,PROD-E00012,2025-07-19 10:20:15,1,14K
CRT-00379,CSTM-00403,PROD-E00005,2025-07-28 13:40:15,2,24K
CRT-00380,CSTM-01349,PROD-R00008,2025-07-13 19:20:15,2,18K
CRT-00381,CSTM-01365,PROD-E00009,2025-07-23 07:20:15,2,14K
CRT-00382,CSTM-00109,PROD-S00007,2025-07-17 02:20:15,3,14K
CRT-00383,CSTM-00235,PROD-E00002,2025-07-04 18:20:15,3,24K
CRT-00384,CSTM-00770,PROD-E00005,2025-07-03 18:20:15,2,18K
CRT-00385,CSTM-01185,PROD-N00006,2025-07-21 18:20:15,1,24K
CRT-00386,CSTM-00430,PROD-R00004,2025-07-04 21:20:15,1,18K
CRT-00387,CSTM-00091,PROD-N00005,2025-07-28 14:16:15,2,24K
CRT-00388,CSTM-00618,PROD-S00001,2025-07-12 18:20:15,1,18K
CRT-00389,CSTM-01381,PROD-R00001,2025-07-28 13:42:15,1,18K
CRT-00390,CSTM-00606,PROD-E00009,2025-07-19 03:20:15,1,18K
CRT-00391,CSTM-00386,PROD-S00008,2025-06-30 09:20:15,1,14K
CRT-00392,CSTM-00996,PROD-S00004,2025-07-28 13:42:15,2,14K
CRT-00393,CSTM-01694,PROD-N00003,2025-07-27 11:20:15,2,18K
CRT-00394,CSTM-00193,PROD-G00001,2025-07-03 15:20:15,2,14K
CRT-00395,CSTM-00215,PROD-G00004,2025-07-20 10:20:15,3,18K
CRT-00396,CSTM-00353,PROD-N00007,2025-06-28 23:20:15,2,14K
CRT-00397,CSTM-00136,PROD-S00005,2025-07-07 10:20:15,1,18K
CRT-00398,CSTM-00915,PROD-S00005,2025-07-26 08:20:15,3,18K
CRT-00399,CSTM-00295,PROD-N00007,2025-06-30 16:20:15,1,14K
CRT-00400,CSTM-01634,PROD-E00012,2025-07-07 09:20:15,1,14K
CRT-00401,CSTM-00973,PROD-E00008,2025-07-28 13:40:15,1,18K
CRT-00402,CSTM-00414,PROD-E00007,2025-07-28 13:21:15,2,14K
CRT-00403,CSTM-01815,PROD-R00009,2025-07-04 00:20:15,3,18K
CRT-00404,CSTM-01536,PROD-R00009,2025-06-29 06:20:15,3,24K
CRT-00405,CSTM-00006,PROD-R00008,2025-07-28 14:19:15,2,14K
CRT-00406,CSTM-00880,PROD-S00007,2025-07-08 04:20:15,2,18K
CRT-00407,CSTM-00986,PROD-S00007,2025-07-08 19:20:15,3,18K
CRT-00408,CSTM-01498,PROD-S00004,2025-07-28 13:47:15,1,14K
CRT-00409,CSTM-00837,PROD-R00001,2025-07-28 14:17:15,3,24K
CRT-00410,CSTM-00093,PROD-E00004,2025-07-28 13:43:15,1,24K
CRT-00411,CSTM-00023,PROD-G00002,2025-07-19 18:20:15,1,24K
CRT-00412,CSTM-01141,PROD-R00006,2025-07-26 16:20:15,1,18K
CRT-00413,CSTM-00675,PROD-S00003,2025-07-27 05:20:15,2,14K
CRT-00414,CSTM-00711,PROD-G00003,2025-07-17 12:20:15,2,14K
CRT-00415,CSTM-01591,PROD-R00002,2025-07-13 13:20:15,2,18K
CRT-00416,CSTM-01810,PROD-S00002,2025-07-19 19:20:15,2,14K
CRT-00417,CSTM-00416,PROD-G00005,2025-07-28 13:35:15,2,24K
CRT-00418,CSTM-00201,PROD-E00008,2025-07-28 13:22:15,2,24K
CRT-00419,CSTM-00355,PROD-E00002,2025-06-28 16:20:15,3,14K
CRT-00420,CSTM-00024,PROD-R00002,2025-07-07 17:20:15,3,18K
CRT-00421,CSTM-01592,PROD-E00011,2025-07-28 13:35:15,1,14K
CRT-00422,CSTM-01571,PROD-S00004,2025-07-02 14:20:15,2,18K
CRT-00423,CSTM-01177,PROD-E00006,2025-07-28 13:22:15,1,18K
CRT-00424,CSTM-00497,PROD-N00005,2025-07-24 21:20:15,1,24K
CRT-00425,CSTM-00104,PROD-N00001,2025-07-18 11:20:15,3,18K
CRT-00426,CSTM-00905,PROD-N00006,2025-07-01 09:20:15,3,24K
CRT-00427,CSTM-01708,PROD-S00001,2025-07-16 12:20:15,2,14K
CRT-00428,CSTM-01011,PROD-E00007,2025-07-02 11:20:15,2,18K
CRT-00429,CSTM-00997,PROD-R00007,2025-07-17 08:20:15,1,24K
CRT-00430,CSTM-01450,PROD-E00001,2025-07-11 05:20:15,3,24K
CRT-00431,CSTM-00163,PROD-N00009,2025-07-28 13:42:15,2,24K
CRT-00432,CSTM-00468,PROD-E00009,2025-07-12 09:20:15,2,14K
CRT-00433,CSTM-01469,PROD-R00006,2025-07-28 13:48:15,2,14K
CRT-00434,CSTM-00230,PROD-N00001,2025-07-28 14:01:15,1,14K
CRT-00435,CSTM-01447,PROD-N00003,2025-06-30 16:20:15,3,18K
CRT-00436,CSTM-00095,PROD-N00007,2025-07-08 01:20:15,1,18K
CRT-00437,CSTM-00358,PROD-E00006,2025-07-28 14:02:15,3,24K
CRT-00438,CSTM-01839,PROD-S00002,2025-07-27 10:20:15,3,24K
CRT-00439,CSTM-00962,PROD-R00004,2025-07-19 02:20:15,2,14K
CRT-00440,CSTM-00528,PROD-N00001,2025-07-25 12:20:15,2,14K
CRT-00441,CSTM-01682,PROD-E00009,2025-07-08 17:20:15,1,14K
CRT-00442,CSTM-00360,PROD-E00010,2025-07-23 10:20:15,1,18K
CRT-00443,CSTM-00389,PROD-R00007,2025-07-28 13:49:15,1,24K
CRT-00444,CSTM-01694,PROD-E00004,2025-07-28 12:20:15,3,24K
CRT-00445,CSTM-01432,PROD-N00005,2025-07-25 11:20:15,1,24K
CRT-00446,CSTM-00818,PROD-N00007,2025-07-28 13:39:15,1,24K
CRT-00447,CSTM-00285,PROD-S00001,2025-07-25 16:20:15,1,18K
CRT-00448,CSTM-01585,PROD-N00002,2025-07-25 00:20:15,2,18K
CRT-00449,CSTM-00189,PROD-G00003,2025-07-22 12:20:15,2,18K
CRT-00450,CSTM-00281,PROD-G00005,2025-07-04 16:20:15,2,24K
CRT-00451,CSTM-00807,PROD-S00008,2025-07-21 03:20:15,3,14K
CRT-00452,CSTM-00052,PROD-S00004,2025-07-22 19:20:15,2,18K
CRT-00453,CSTM-00417,PROD-S00001,2025-07-28 14:11:15,2,14K
CRT-00454,CSTM-00312,PROD-E00003,2025-07-15 06:20:15,1,18K
CRT-00455,CSTM-00759,PROD-N00009,2025-07-19 19:20:15,2,14K
CRT-00456,CSTM-00283,PROD-G00003,2025-07-16 17:20:15,2,24K
CRT-00457,CSTM-00430,PROD-N00005,2025-07-24 09:20:15,3,14K
CRT-00458,CSTM-01426,PROD-R00006,2025-07-28 14:08:15,2,14K
CRT-00459,CSTM-01826,PROD-R00008,2025-07-19 00:20:15,3,18K
CRT-00460,CSTM-00842,PROD-R00004,2025-07-13 13:20:15,1,24K
CRT-00461,CSTM-01356,PROD-R00010,2025-07-28 13:36:15,1,18K
CRT-00462,CSTM-01796,PROD-S00002,2025-07-07 23:20:15,1,24K
CRT-00463,CSTM-01409,PROD-R00008,2025-07-14 22:20:15,3,18K
CRT-00464,CSTM-01133,PROD-S00005,2025-07-03 18:20:15,2,24K
CRT-00465,CSTM-00539,PROD-N00003,2025-07-13 01:20:15,3,24K
CRT-00466,CSTM-00696,PROD-S00001,2025-07-28 13:21:15,2,24K
CRT-00467,CSTM-00238,PROD-R00001,2025-07-03 23:20:15,1,24K
CRT-00468,CSTM-00378,PROD-R00007,2025-07-14 10:20:15,3,24K
CRT-00469,CSTM-00112,PROD-N00010,2025-07-28 13:30:15,3,18K
CRT-00470,CSTM-00766,PROD-N00008,2025-06-28 21:20:15,1,24K
CRT-00471,CSTM-00190,PROD-G00004,2025-07-20 19:20:15,2,24K
CRT-00472,CSTM-00099,PROD-E00012,2025-07-28 13:39:15,1,14K
CRT-00473,CSTM-01377,PROD-R00002,2025-07-07 13:20:15,3,24K
CRT-00474,CSTM-01585,PROD-S00006,2025-07-23 07:20:15,3,14K
CRT-00475,CSTM-01402,PROD-R00002,2025-07-13 22:20:15,1,18K
CRT-00476,CSTM-00178,PROD-S00002,2025-07-28 14:10:15,3,14K
CRT-00477,CSTM-01426,PROD-E00003,2025-07-09 10:20:15,2,24K
CRT-00478,CSTM-01288,PROD-N00011,2025-07-25 14:20:15,3,18K
CRT-00479,CSTM-00790,PROD-G00001,2025-07-19 14:20:15,3,18K
CRT-00480,CSTM-00968,PROD-S00007,2025-07-28 13:51:15,3,24K
CRT-00481,CSTM-00301,PROD-N00006,2025-07-22 21:20:15,2,18K
CRT-00482,CSTM-01194,PROD-N00001,2025-07-28 13:52:15,3,14K
CRT-00483,CSTM-00012,PROD-S00002,2025-06-30 04:20:15,3,24K
CRT-00484,CSTM-01804,PROD-S00005,2025-07-28 13:36:15,1,18K
CRT-00485,CSTM-00395,PROD-E00002,2025-07-14 16:20:15,2,24K
CRT-00486,CSTM-00815,PROD-R00004,2025-07-13 03:20:15,3,18K
CRT-00487,CSTM-00812,PROD-G00005,2025-07-01 10:20:15,3,18K
CRT-00488,CSTM-00640,PROD-S00005,2025-07-26 16:20:15,3,14K
CRT-00489,CSTM-01634,PROD-E00006,2025-07-05 06:20:15,3,24K
CRT-00490,CSTM-01010,PROD-R00002,2025-07-13 23:20:15,3,14K
CRT-00491,CSTM-01216,PROD-S00003,2025-07-20 04:20:15,1,18K
CRT-00492,CSTM-01244,PROD-E00012,2025-07-17 12:20:15,3,24K
CRT-00493,CSTM-01568,PROD-N00010,2025-07-21 13:20:15,1,24K
CRT-00494,CSTM-00945,PROD-E00006,2025-07-07 01:20:15,3,24K
CRT-00495,CSTM-01530,PROD-S00008,2025-07-27 06:20:15,3,14K
CRT-00496,CSTM-00384,PROD-E00007,2025-07-13 16:20:15,1,14K
CRT-00497,CSTM-00345,PROD-E00011,2025-07-28 14:19:15,3,18K
CRT-00498,CSTM-00134,PROD-G00004,2025-07-28 14:08:15,3,14K
CRT-00499,CSTM-00161,PROD-R00009,2025-07-28 14:03:15,1,24K
CRT-00500,CSTM-01578,PROD-R00008,2025-07-17 19:20:15,3,14K
CRT-00501,CSTM-01348,PROD-E00003,2025-07-28 13:28:15,1,18K
CRT-00502,CSTM-01511,PROD-R00003,2025-07-17 00:20:15,2,18K
CRT-00503,CSTM-00955,PROD-G00001,2025-06-28 15:20:15,2,14K
CRT-00504,CSTM-01210,PROD-R00007,2025-07-08 00:20:15,3,18K
CRT-00505,CSTM-00192,PROD-R00008,2025-07-28 13:28:15,2,24K
CRT-00506,CSTM-01226,PROD-S00001,2025-07-28 13:56:15,2,14K
CRT-00507,CSTM-00054,PROD-N00001,2025-07-25 13:20:15,1,18K
CRT-00508,CSTM-00326,PROD-E00008,2025-07-28 13:51:15,1,14K
CRT-00509,CSTM-01304,PROD-S00007,2025-07-14 16:20:15,3,24K
CRT-00510,CSTM-01493,PROD-S00003,2025-07-04 06:20:15,2,14K
CRT-00511,CSTM-01235,PROD-G00004,2025-07-03 13:20:15,3,18K
CRT-00512,CSTM-01495,PROD-N00007,2025-07-28 14:00:15,1,14K
CRT-00513,CSTM-00282,PROD-E00010,2025-07-17 18:20:15,1,24K
CRT-00514,CSTM-00813,PROD-E00009,2025-07-16 11:20:15,1,24K
CRT-00515,CSTM-00588,PROD-S00004,2025-07-13 22:20:15,1,14K
CRT-00516,CSTM-00680,PROD-G00004,2025-06-30 05:20:15,2,18K
CRT-00517,CSTM-00591,PROD-R00009,2025-06-28 19:20:15,1,14K
CRT-00518,CSTM-00702,PROD-G00002,2025-07-28 13:32:15,1,14K
CRT-00519,CSTM-01636,PROD-E00010,2025-07-23 09:20:15,2,18K
CRT-00520,CSTM-01539,PROD-N00008,2025-07-21 22:20:15,2,18K
CRT-00521,CSTM-00070,PROD-N00010,2025-07-16 22:20:15,3,24K
CRT-00522,CSTM-00846,PROD-E00003,2025-07-08 15:20:15,2,18K
CRT-00523,CSTM-01661,PROD-E00008,2025-07-06 22:20:15,3,24K
CRT-00524,CSTM-00538,PROD-N00001,2025-06-29 13:20:15,1,24K
CRT-00525,CSTM-01129,PROD-S00001,2025-07-03 04:20:15,3,24K
CRT-00526,CSTM-00093,PROD-S00006,2025-07-16 23:20:15,1,18K
CRT-00527,CSTM-01104,PROD-R00001,2025-07-13 21:20:15,3,24K
CRT-00528,CSTM-00582,PROD-S00006,2025-07-05 02:20:15,2,18K
CRT-00529,CSTM-00725,PROD-N00004,2025-07-15 12:20:15,3,14K
CRT-00530,CSTM-01756,PROD-R00003,2025-07-01 05:20:15,3,14K
CRT-00531,CSTM-00486,PROD-N00012,2025-07-27 15:20:15,2,24K
CRT-00532,CSTM-01544,PROD-E00012,2025-07-28 13:58:15,3,24K
CRT-00533,CSTM-00751,PROD-G00003,2025-07-27 06:20:15,1,14K
CRT-00534,CSTM-00583,PROD-R00004,2025-07-10 19:20:15,2,18K
CRT-00535,CSTM-01425,PROD-R00003,2025-07-05 18:20:15,2,14K
CRT-00536,CSTM-01279,PROD-S00002,2025-07-12 08:20:15,2,18K
CRT-00537,CSTM-00840,PROD-R00006,2025-07-05 05:20:15,2,14K
CRT-00538,CSTM-01248,PROD-R00004,2025-06-29 15:20:15,2,18K
CRT-00539,CSTM-01499,PROD-E00007,2025-07-17 00:20:15,2,14K
CRT-00540,CSTM-01179,PROD-N00006,2025-07-02 22:20:15,2,18K
CRT-00541,CSTM-01365,PROD-N00011,2025-07-28 13:55:15,3,24K
CRT-00542,CSTM-01774,PROD-R00008,2025-07-18 08:20:15,3,18K
CRT-00543,CSTM-00846,PROD-N00001,2025-07-24 05:20:15,1,24K
CRT-00544,CSTM-01615,PROD-E00001,2025-07-01 12:20:15,2,24K
CRT-00545,CSTM-00894,PROD-R00002,2025-07-22 12:20:15,1,14K
CRT-00546,CSTM-00443,PROD-E00007,2025-07-06 05:20:15,1,24K
CRT-00547,CSTM-00942,PROD-S00002,2025-07-06 17:20:15,3,24K
CRT-00548,CSTM-01777,PROD-N00008,2025-07-08 04:20:15,3,14K
CRT-00549,CSTM-00891,PROD-N00011,2025-06-28 17:20:15,1,18K
CRT-00550,CSTM-00798,PROD-R00004,2025-07-06 09:20:15,3,14K
CRT-00551,CSTM-01828,PROD-R00009,2025-07-19 14:20:15,1,24K
CRT-00552,CSTM-00613,PROD-G00003,2025-07-26 14:20:15,1,18K
CRT-00553,CSTM-00128,PROD-E00003,2025-07-01 19:20:15,1,14K
CRT-00554,CSTM-00813,PROD-G00005,2025-07-05 04:20:15,1,14K
CRT-00555,CSTM-01216,PROD-G00004,2025-07-03 16:20:15,3,18K
CRT-00556,CSTM-01505,PROD-N00008,2025-07-27 22:20:15,3,24K
CRT-00557,CSTM-00870,PROD-R00001,2025-07-27 01:20:15,2,18K
CRT-00558,CSTM-01868,PROD-G00004,2025-07-01 03:20:15,2,18K
CRT-00559,CSTM-00893,PROD-N00009,2025-07-26 17:20:15,3,24K
CRT-00560,CSTM-01421,PROD-R00006,2025-07-04 17:20:15,2,24K
CRT-00561,CSTM-01476,PROD-N00009,2025-07-26 18:20:15,2,18K
CRT-00562,CSTM-00802,PROD-E00002,2025-07-28 13:34:15,1,14K
CRT-00563,CSTM-00492,PROD-E00002,2025-07-19 19:20:15,2,14K
CRT-00564,CSTM-01588,PROD-S00002,2025-07-13 00:20:15,1,18K
CRT-00565,CSTM-01539,PROD-N00008,2025-06-29 16:20:15,1,24K
CRT-00566,CSTM-01689,PROD-N00006,2025-07-05 14:20:15,1,18K
CRT-00567,CSTM-01536,PROD-E00004,2025-07-14 18:20:15,2,24K
CRT-00568,CSTM-01204,PROD-N00004,2025-07-06 02:20:15,3,24K
CRT-00569,CSTM-01158,PROD-E00007,2025-07-21 00:20:15,1,24K
CRT-00570,CSTM-00111,PROD-E00008,2025-07-14 18:20:15,3,14K
CRT-00571,CSTM-00296,PROD-R00006,2025-07-19 05:20:15,2,24K
CRT-00572,CSTM-00830,PROD-E00006,2025-07-21 00:20:15,3,24K
CRT-00573,CSTM-00830,PROD-N00010,2025-07-28 14:18:15,2,14K
CRT-00574,CSTM-00152,PROD-E00003,2025-07-02 17:20:15,1,18K
CRT-00575,CSTM-01803,PROD-G00003,2025-06-30 20:20:15,3,18K
CRT-00576,CSTM-00287,PROD-E00005,2025-07-18 01:20:15,3,24K
CRT-00577,CSTM-01062,PROD-R00004,2025-06-29 07:20:15,2,14K
CRT-00578,CSTM-00793,PROD-S00006,2025-07-09 21:20:15,3,14K
CRT-00579,CSTM-01848,PROD-N00001,2025-07-22 03:20:15,1,14K
CRT-00580,CSTM-01081,PROD-R00006,2025-07-14 06:20:15,3,14K
CRT-00581,CSTM-01268,PROD-R00008,2025-07-27 23:20:15,2,24K
CRT-00582,CSTM-00446,PROD-R00009,2025-07-28 13:46:15,1,24K
CRT-00583,CSTM-01492,PROD-N00003,2025-07-11 20:20:15,1,14K
CRT-00584,CSTM-01330,PROD-N00012,2025-07-01 11:20:15,2,18K
CRT-00585,CSTM-00037,PROD-R00007,2025-07-28 14:14:15,1,24K
CRT-00586,CSTM-00631,PROD-E00012,2025-07-25 20:20:15,3,14K
CRT-00587,CSTM-00882,PROD-G00001,2025-07-27 02:20:15,3,18K
CRT-00588,CSTM-01825,PROD-N00001,2025-07-02 02:20:15,3,14K
CRT-00589,CSTM-00806,PROD-R00008,2025-07-15 04:20:15,2,14K
CRT-00590,CSTM-00360,PROD-S00008,2025-07-11 09:20:15,2,24K
CRT-00591,CSTM-01229,PROD-R00004,2025-07-02 07:20:15,1,24K
CRT-00592,CSTM-01630,PROD-R00002,2025-07-17 19:20:15,1,14K
CRT-00593,CSTM-01389,PROD-R00002,2025-07-21 17:20:15,1,24K
CRT-00594,CSTM-00967,PROD-E00010,2025-07-12 14:20:15,1,24K
CRT-00595,CSTM-00254,PROD-N00010,2025-07-26 20:20:15,1,14K
CRT-00596,CSTM-00150,PROD-G00003,2025-07-09 07:20:15,3,24K
CRT-00597,CSTM-01838,PROD-N00005,2025-07-24 10:20:15,1,14K
CRT-00598,CSTM-00581,PROD-N00002,2025-07-03 08:20:15,2,24K
CRT-00599,CSTM-01725,PROD-E00008,2025-07-16 18:20:15,3,18K
CRT-00600,CSTM-00695,PROD-E00001,2025-07-26 04:20:15,3,14K
CRT-00601,CSTM-00750,PROD-N00009,2025-07-28 13:49:15,2,18K
CRT-00602,CSTM-00590,PROD-E00010,2025-07-28 13:52:15,1,14K
CRT-00603,CSTM-00186,PROD-N00004,2025-07-17 04:20:15,3,18K
CRT-00604,CSTM-01871,PROD-R00006,2025-06-29 10:20:15,3,24K
CRT-00605,CSTM-01284,PROD-R00001,2025-07-14 21:20:15,2,24K
CRT-00606,CSTM-00780,PROD-N00011,2025-07-17 22:20:15,3,24K
CRT-00607,CSTM-01838,PROD-R00008,2025-06-28 16:20:15,3,24K
CRT-00608,CSTM-00839,PROD-S00008,2025-06-29 02:20:15,1,14K
CRT-00609,CSTM-01529,PROD-S00007,2025-07-15 12:20:15,1,14K
CRT-00610,CSTM-00134,PROD-G00004,2025-07-28 13:43:15,3,18K
CRT-00611,CSTM-00425,PROD-N00007,2025-07-05 19:20:15,2,24K
CRT-00612,CSTM-01193,PROD-E00012,2025-07-28 13:47:15,2,14K
CRT-00613,CSTM-00979,PROD-N00007,2025-07-23 00:20:15,2,24K
CRT-00614,CSTM-01761,PROD-E00003,2025-07-28 03:20:15,3,14K
CRT-00615,CSTM-01572,PROD-S00007,2025-07-28 13:31:15,1,18K
CRT-00616,CSTM-01449,PROD-R00001,2025-07-28 04:20:15,2,24K
CRT-00617,CSTM-00518,PROD-N00008,2025-07-02 08:20:15,1,24K
CRT-00618,CSTM-00061,PROD-E00007,2025-06-30 06:20:15,2,24K
CRT-00619,CSTM-00405,PROD-E00003,2025-07-27 17:20:15,3,18K
CRT-00620,CSTM-01821,PROD-S00005,2025-07-28 14:09:15,1,14K
CRT-00621,CSTM-00814,PROD-G00003,2025-06-30 08:20:15,1,14K
CRT-00622,CSTM-00878,PROD-N00008,2025-07-14 23:20:15,2,18K
CRT-00623,CSTM-00113,PROD-S00006,2025-07-24 21:20:15,2,24K
CRT-00624,CSTM-01439,PROD-S00007,2025-07-25 11:20:15,1,24K
CRT-00625,CSTM-01724,PROD-N00007,2025-07-18 05:20:15,2,24K
CRT-00626,CSTM-00129,PROD-N00003,2025-07-28 13:48:15,1,18K
CRT-00627,CSTM-01322,PROD-S00005,2025-07-28 13:54:15,1,14K
CRT-00628,CSTM-01684,PROD-R00002,2025-06-29 03:20:15,1,18K
CRT-00629,CSTM-00744,PROD-E00006,2025-07-28 07:20:15,3,18K
CRT-00630,CSTM-01213,PROD-E00005,2025-07-03 04:20:15,2,24K
CRT-00631,CSTM-01830,PROD-N00012,2025-07-13 01:20:15,1,18K
CRT-00632,CSTM-01213,PROD-E00009,2025-07-05 12:20:15,2,18K
CRT-00633,CSTM-00353,PROD-N00012,2025-07-04 14:20:15,1,24K
CRT-00634,CSTM-01421,PROD-S00002,2025-07-22 22:20:15,1,18K
CRT-00635,CSTM-00766,PROD-E00004,2025-07-28 14:12:15,2,14K
CRT-00636,CSTM-00342,PROD-N00012,2025-07-22 05:20:15,3,24K
CRT-00637,CSTM-01328,PROD-N00012,2025-07-20 23:20:15,2,18K
CRT-00638,CSTM-00558,PROD-N00010,2025-07-05 11:20:15,2,18K
CRT-00639,CSTM-01334,PROD-E00007,2025-07-26 18:20:15,3,14K
CRT-00640,CSTM-01209,PROD-G00002,2025-07-28 14:15:15,3,18K
CRT-00641,CSTM-00608,PROD-E00002,2025-07-21 15:20:15,3,24K
CRT-00642,CSTM-00473,PROD-N00009,2025-07-28 13:39:15,3,14K
CRT-00643,CSTM-01781,PROD-S00003,2025-07-24 14:20:15,3,24K
CRT-00644,CSTM-00026,PROD-R00010,2025-07-10 11:20:15,2,14K
CRT-00645,CSTM-01328,PROD-E00005,2025-07-18 21:20:15,2,18K
CRT-00646,CSTM-01579,PROD-E00002,2025-06-30 04:20:15,1,24K
CRT-00647,CSTM-01757,PROD-N00010,2025-07-17 05:20:15,2,18K
CRT-00648,CSTM-00915,PROD-S00001,2025-07-27 15:20:15,1,14K
CRT-00649,CSTM-01277,PROD-E00012,2025-06-30 21:20:15,1,14K
CRT-00650,CSTM-00979,PROD-N00004,2025-06-29 07:20:15,1,24K
CRT-00651,CSTM-01292,PROD-E00009,2025-07-13 01:20:15,2,14K
CRT-00652,CSTM-01383,PROD-N00008,2025-07-01 23:20:15,2,18K
CRT-00653,CSTM-00411,PROD-N00001,2025-07-13 01:20:15,1,14K
CRT-00654,CSTM-00258,PROD-N00010,2025-07-22 16:20:15,1,14K
CRT-00655,CSTM-00278,PROD-G00005,2025-07-21 10:20:15,2,24K
CRT-00656,CSTM-01472,PROD-G00005,2025-07-13 19:20:15,1,14K
CRT-00657,CSTM-00989,PROD-R00009,2025-07-28 13:46:15,2,14K
CRT-00658,CSTM-01600,PROD-N00009,2025-07-09 13:20:15,3,24K
CRT-00659,CSTM-01090,PROD-R00010,2025-07-28 13:35:15,1,24K
CRT-00660,CSTM-01648,PROD-R00003,2025-07-28 13:55:15,1,24K
CRT-00661,CSTM-00805,PROD-E00008,2025-07-10 22:20:15,1,18K
CRT-00662,CSTM-00682,PROD-N00005,2025-07-24 07:20:15,1,18K
CRT-00663,CSTM-00425,PROD-N00007,2025-07-06 00:20:15,1,14K
CRT-00664,CSTM-00910,PROD-S00002,2025-07-02 00:20:15,1,24K
CRT-00665,CSTM-00209,PROD-N00004,2025-07-11 05:20:15,1,18K
CRT-00666,CSTM-00317,PROD-R00003,2025-07-24 00:20:15,2,14K
CRT-00667,CSTM-01238,PROD-E00006,2025-07-28 14:12:15,1,14K
CRT-00668,CSTM-00703,PROD-R00009,2025-07-28 13:40:15,3,14K
CRT-00669,CSTM-00165,PROD-N00006,2025-07-24 11:20:15,2,24K
CRT-00670,CSTM-01392,PROD-N00008,2025-07-26 20:20:15,2,18K
CRT-00671,CSTM-01204,PROD-N00001,2025-07-21 00:20:15,3,24K
CRT-00672,CSTM-00147,PROD-G00003,2025-07-02 06:20:15,1,18K
CRT-00673,CSTM-00194,PROD-R00008,2025-07-25 12:20:15,1,18K
CRT-00674,CSTM-00962,PROD-S00006,2025-07-15 19:20:15,3,18K
CRT-00675,CSTM-01460,PROD-N00009,2025-07-28 14:18:15,3,18K
CRT-00676,CSTM-01411,PROD-N00005,2025-07-12 09:20:15,3,18K
CRT-00677,CSTM-00314,PROD-N00011,2025-07-28 13:24:15,1,24K
CRT-00678,CSTM-00875,PROD-G00001,2025-07-28 05:20:15,3,14K
